chapter,verse,text
qualities of an asura  cause bondage. Fear not, O På√∂ava, 
for you are born of the nature of a deva."
18,6,"ौ भूतसग लोकेऽिैव आसर एव च । 
दैवो िवरशः ो आसरं पाथ मे ण ॥६॥
dvau bhüta-sargau loke’smin daiva åsura eva ca
daivo vistaraça˙ prokta åsuraµ pårtha me ç®√u
Pårtha, there are two types of people born into this world 
– the deva and the asura . I have described devas  in detail. 
Now listen to Me as I describe the asuras .
Anuv®tti
In this chapter Çrî K®ß√a describes to Arjuna the two 
general categories of human beings, devas  and asuras , or 
the pious and impious. Up to this point, throughout the 
Gîtå, K®ß√a has mentioned many of the qualities and char -
Chapter 16379
acteristics of a deva. These are the qualities of what we 
would call a ‘good human being’ and these qualities are 
also conducive for self-realisation. These are described in 
verses 1 to 3 of this chapter.
Now K®ß√a begins to detail the qualities of the asura  
so that Arjuna can decide upon the path that he must take 
in life and the association he must choose. Ultimately, 
being able to discern between pious and impious natures, 
Arjuna will be able to perform the duties that lie ahead of 
him at Kurukßetra."
18,7,"वृिं च िनवृिं च जना न िवरासराः । 
न शौचं नािप चाचारो न सं तेष िवते ॥७॥
prav®ttiµ ca niv®ttiµ ca janå na vidur åsurå˙
na çaucaµ nåpi cåcåro na satyaµ teßu vidyate
Those who are asuras  by nature cannot discriminate as to 
what actions should be done and what actions should not 
be done. No purity, proper behaviour or truthfulness can 
be found in them."
18,8,"असमितं ते जगदारनीरम ्। 
अपररसंभूतं िकमामहैतकम ्॥८॥
asatyam apratiß†haµ te jagad åhur anîçvaram
aparaspara-sambhütaµ kim anyat kåma-haitukam
They claim that the world is false, without any basis and 
without any divinity. They believe that the source of 
everything is the union between male and female and that 
life has no purpose besides lust.
Bhagavad-gita"
18,9,"एतां िमव नाानोऽबयः । 
भवकमाणः याय जगतोऽिहताः ॥९॥
etåµ d®ß†im avaß†abhya naß†åtmåno’lpa buddhaya˙
prabhavanty-ugra-karmå√a˙ kßayåya jagato’hitå˙
With this view, such people with depraved and small 
intellect flourish and engage in malicious activities for the 
destruction of the world."
18,10,"काममाि ूरं दमानमदािताः । 
मोहा󡎎हीासाहावतेऽशिचताः ॥१०॥
kåmam åçritya dußpüraµ dambha-måna-madånvitå˙
mohåd g®hîtvåsad gråhån pravartante’çuci-vratå˙
Attached to their insatiable lusty desires and absorbed 
in pride and arrogance, such people become bewildered 
and embrace deceitful ideologies, pledging themselves to 
impure activities."
18,11,"िचामपिरमेयां च लयाामपािताः । 
कामोपभोगपरमा एताविदित िनिताः ॥११॥
आशापाशशतैबाः कामोधपरायणाः । 
ईहे कामभोगाथमायेनाथसयान ्॥१२॥
cintåm aparimeyåµ ca pralayåntåm upåçritå˙
kåmopabhoga-paramå etåvad iti niçcitå˙
åçå-påça-çatair baddhå˙ kåma-krodha-paråya√å˙
îhante kåma-bhogårtham anyåyenårtha-sañcayån
Chapter 16381
Believing that slaking their greed and fulfilling their lusty 
desires is the ultimate goal of life, they undergo unlim -
ited anxieties until the time of death. Bound by hundreds 
of ambitions and absorbed in lust and anger, they try to 
amass wealth by any unlawful means in order to satisfy 
their desires."
18,13,"इदम मया लिममं ाे मनोरथम ्। 
इदमीदमिप मे भिवित पनधनम ्॥१३॥
असौ मया हतः शहिने चापरानिप । 
ईरोऽहमहं भोगी िसोऽहं बलवाखी ॥१४॥
आोऽिभजनवानि कोऽोऽि सशो मया । 
ये दाािम मोिद इानिवमोिहताः ॥१५॥
idam adya mayå labdham imaµ pråpsye manoratham
idam astîdam api me bhavißyati punar dhanam
asau mayå hata˙ çatrur hanißye cåparån api
îçvaro’ham ahaµ bhogî siddho’haµ balavån sukhî 
å∂hyo’bhijanavån asmi ko’nyo’sti sad®ço mayå
yakßye dåsyåmi modißya ity-ajñåna-vimohitå˙ 
They say: “I have gained this today, now I shall fulfil my 
other desires. This wealth belongs to me and in the future 
it will increase. This enemy has been slain by me and in the 
future I will slay others. I am in control! I am the enjoyer! 
I am perfect! I am powerful! I am happy! I am wealthy 
and aristocratic. Is there anyone equal to me? I shall per -
form sacrifices, give in charity and enjoy!” Thus they are 
deluded by ignorance.
Bhagavad-gitaAnuv®tti
The inability to discriminate between proper and 
improper actions is the first recognisable characteristic of 
an asura . Additionally, Çrî K®ß√a says, they do not know 
what is purity, proper behaviour or truthfulness. Truth -
fulness, cleanliness, austerity and mercy are most desirable 
qualities for a human being, but these are totally lacking in 
one who has acquired the nature of an asura .
Çrî K®ß√a continues to describe in detail the qualities 
and characteristics of the asura  mentality and if one takes 
careful note of what K®ß√a is saying, then one is faced with 
the stark realisation that the world we live in today is dom -
inated by the thinking and activities of the asuras .
The structure of our world is now based on rampant 
consumerism, the ‘shop till you drop’ mentality. Enjoy, 
enjoy, enjoy! The ‘if it feels good, do it’ mentality is every -
where. We are led to believe that there is no ultimate reality, 
that this one life is the all in all, and therefore we should 
enjoy it while it lasts – the fulfilment of the sexual lust of 
men and women being at the forefront of such enjoyment. 
The epitome of this is represented worldwide by the casual 
and legal acceptance of contraception and abortion.
With the present mentality of the human being, it seems 
that the world is set on a path of destruction – with dev -
astation of the environment, economic collapse, extinction 
of species and even genocide of certain races of humans. 
Have we no eyes to see what is happening? Has the human 
race become so proud and arrogant of it’s achievements 
that it has become blind?
Good government is essential in a civilised world. Such 
a government is for the purpose of safeguarding society 
Chapter 16383
from danger – not just from the danger of an invading 
army, but also from the threat of unwholesome ideolo -
gies that may destroy a civilisation from within. Unfor -
tunately, it seems as though governments worldwide have 
abandoned all sense of proper behaviour and they them -
selves have become the leading plunderers of the people. 
Amassing wealth by any means and depriving the people 
from even the most basic necessities of life, such despots 
know no shame. Indeed, the world is in a period of great 
darkness at the hands of the asura  mentality.
From their high pulpits the heads of state declare, “Our 
enemies must be killed. The evildoers must be defeated. 
We shall be victorious, we shall rule the world, we shall 
enjoy, we are the chosen people, we are powerful, we are 
happy and none are our equals!” And while the hysteria of 
the masses runs wild, the innocent are sent to their graves 
and the Earth weeps for her children. Yet it seems we are 
unfazed. Such, K®ß√a says, is our ignorance."
18,16,"अनेकिचिवाा मोहजालसमावृताः । 
साः कामभोगेष पति नरकेऽशचौ ॥१६॥
aneka-citta-vibhråntå moha-jåla-samåv®tå˙
prasaktå˙ kåma-bhogeßu patanti narake’çucau
The minds of the asuras  are full of various bewildering 
thoughts and thus they are ensnared in a network of illu -
sion. As they become absorbed in fulfilling their mundane 
desires, they descend into a foul abyss.
Bhagavad-gita"
18,17,"आसंभािवताः ा धनमानमदािताः । 
यजे नामयैे देनािविधपूवकम ्॥१७॥
åtma-sambhåvitå˙ stabdhå dhana-måna-madånvitå˙
yajante nåma-yajñais te dambhenåvidhi-pürvakam
Full of self-importance, stubborn and intoxicated with 
their wealth, they perform sacrifices in name only that are 
against the rules of dharma ."
18,18,"अहारं बलं दप कामं ोधं च संिताः ।
मामापरदेहेष िषोऽसूयकाः ॥१८॥
aha∫kåraµ balaµ darpaµ kåmaµ krodhaµ ca saµçritå˙
måm åtma-para-deheßu pradvißanto’bhyasüyakå˙
Surrendering to egotism, power, pride, lust and anger, such 
people hate Me, who is situated in their own bodies and 
the bodies of others."
18,19,"तानहं िषतः ूरांसारेष नराधमान ्। 
िपाजमशभानासरीेव योिनष ॥१९॥
tån ahaµ dvißata˙ krurån saµsåreßu narådhamån
kßipåmy-ajasram açubhån åsurîßv-eva yonißu
Such envious and cruel persons are perpetually born among 
the impious and unrighteous where they suffer in the 
repeated cycle of birth and death, for they are the lowest 
of all mankind.
Chapter 16385"
18,20,"आसर योिनमापा मूढा जिन जिन । 
मामाैव कौेय ततो याधमां गितम ्॥२०॥
åsurîµ yonim åpannå mü∂hå janmani janmani
måm apråpyaiva kaunteya tato yånty-adhamåµ gatim
O Kaunteya, continually taking birth amongst the impious, 
such foolish persons never attain Me. Rather, they fall to 
the most abominable destinations."
18,21,"ििवधं नरकेदं ारं नाशनमानः ।
कामः ोधथा लोभादेतयं जेत ्॥२१॥
tri-vidhaµ narakasyedaµ dvåraµ nåçanam åtmana˙
kåma˙ krodhas tathå lobhas tasmåd etat trayaµ tyajet
There are three paths leading to the lower planets and 
self-destruction – lust, anger and greed. Thus, these three 
must be abandoned because they are the great destroyers 
of self-realisation."
18,22,"एतैिवमः कौेय तमोारैििभनरः । 
आचरानः ेयतो याित परां गितम ्॥२२॥
etair vimukta˙ kaunteya tamo-dvårais tribhir nara˙
åcaraty-åtmana˙ çreyas tato yåti paråµ gatim
O Kaunteya, one who is free from these three paths of 
darkness acts in his best interest. He gradually reaches the 
Supreme Abode.
Bhagavad-gita"
18,23,"यः शािविधमृ वतते कामकारतः । 
न स िसिमवाोित न सखं न परां गितम ्॥२३॥
ya˙ çåstra-vidhim uts®jya vartate kåma-kårata˙
na sa siddhim avåpnoti na sukhaµ na paråµ gatim
He that neglects the rules of the Vedas  in order to satisfy 
his material desires, never attains perfection, happiness, or 
the Supreme Abode."
18,24,"ताां माणं ते कायाकायवितौ । 
ाा शािवधानों कम कतिमहाहिस ॥२४॥
tasmåc-chåstraµ pramå√aµ te kåryåkårya-vyavasthitau
jñåtvå çåstra-vidhånoktaµ karma kartum ihårhasi
The Vedic injunctions are your authority pertaining to 
what is to be done and what is not to be done. Thus, real -
ising your duty in this world, you should act accordingly.
Anuv®tti
Ultimately, there is no happiness, no success, no 
well-being nor advancement in self-realisation when one 
follows the path of the asura . What then should be done?
Çrî K®ß√a identifies the three main characteristics of 
the asura  mentality in verse 21 as kåma, krodha and lobha  
– lust, anger and greed. These are indeed the cause of 
great misfortune amongst all living beings and such are 
the destroyers of self-realisation. Therefore, lust, anger and 
greed must be conquered by one who wants to make pro -
gress in human life. To triumph over the great enemies of 
Chapter 16387
lust, anger and greed, one must apply oneself diligently to 
controlling the senses and perform the prescribed activities 
in bhakti-yoga  known as sådhana . The practice of sådhana  
is learned from the guru, a tattva-darçî  who has seen the 
truth, and the guru instructs the student according to their 
ability and present stage of advancement. To this end, 
the guru will advise all students in bhakti-yoga  to chant 
the mahå-mantra  and fix the mind upon Çrî K®ß√a. This 
process is purifying and beneficial to everyone, regardless 
of one’s being a novice or being very advanced. Everyone 
should engage in chanting the mahå-mantra  to defeat the 
enemies of lust, anger and greed, and to dispel the igno -
rance and darkness of the age of Kali-yuga.
nåma-sa∫kîrtanaµ-yasya sarva-påpa-pra√åçanam
pra√åmo du˙kha-çamanas taµ namåmi hariµ param
The chanting of the mahå-mantra  can relieve us 
from all undesirable habits, all unwanted charac -
teristics and all miseries. Chant the mahå-mantra ! 
Nothing else is necessary. Chant the mahå-mantra  
and begin your real life in this dark age of Kali-
yuga with the most broad and wide theistic con -
ception. Let us all bow down to Çrî K®ß√a. ( Çrîmad 
Bhågavatam 12.13.23)
Bhagavad-gitaॐ तिदित ीमहाभारते शतसाहां संिहतायां 
वैयािसां भीपवािण ीमगवीतासूपिनष  
िवायां योगशाे ीकाजनसंवादे
दैवासरसंपिभागयोगो नाम षोडशोऽायः॥ 
oµ tat saditi çrî-mahåbhårate-çata-såhasryåµ saµhitåyåµ 
vaiyåsikyåµ bhîßma-parvå√i
çrîmad bhagavad-gîtåsüpanißatsu
brahma-vidyåyåµ yoga-çåstre çrî k®ß√årjuna-saµvåde
daivåsura-sampad-vibhåga-yogo nåma ßo∂aço’dhyåya˙
OÂ TAT SAT – Thus ends Chapter Sixteen entitled 
Daivåsura Sampad Vibhåga Yoga  from the conversation 
between Çrî K®ß√a and Arjuna in the Upanißad  known as 
Çrîmad Bhagavad-gîtå , the yoga-çåstra  of divine knowledge, 
from the Bhîßma-parva  of Mahåbhårata , the literature 
revealed by Vyåsa in one hundred thousand verses.


Chapter 17391"
18,1,"अजन उवाच ।
ये शािविधमृ यजे यािताः । 
तेषां िना त का क समाहो रजमः ॥१॥
arjuna uvåca –
ye çåstra-vidhim uts®jya yajante çraddhayånvitå˙
teßåµ niß†hå tu kå k®ß√a sattvam åho rajas tama˙
Arjuna said: O K®ß√a, what is the position of those that 
neglect the rules of the Vedas , yet worship with faith. Is 
such worship considered to be in the mode of goodness, 
passion or ignorance?"
18,2,"ीभगवानवाच ।
ििवधा भवित ा देिहनां सा भावजा । 
सािकी राजसी चैव तामसी चेित तां ण ॥२॥
çrî bhagavån uvåca –
tri-vidhå bhavati çraddhå dehinåµ så svabhåva-jå
såttvikî råjasî caiva tåmasî ceti tåµ ç®√u
Bhagavån Çrî K®ß√a replied: The faith of the embodied 
living beings is of three types – goodness, passion and 
ignorance. That faith arises from their own nature from 
impressions of previous lives. Please hear about this."
18,3,"सानपा सव ा भवित भारत । 
ामयोऽयं पषो यो यः स एव सः ॥३॥
sattvånurüpå sarvasya çraddhå bhavati bhårata
çraddhåmayo’yaµ purußo yo yac chraddha˙ sa eva sa˙
Bhagavad-gitaO Bhårata, according to their consciousness, all living 
beings develop a particular type of faith. Indeed, a person 
is made of his faith."
18,4,"यजे सािका देवारांिस राजसाः । 
ेताूतगणांाे यजे तामसा जनाः ॥४॥
yajante såttvikå devån yakßa-rakßåµsi råjaså˙
pretån bhüta-ga√åµç cånye yajante tåmaså janå˙
Those in goodness worship the demigods; those in pas -
sion worship the ancestors and demoniac forces and those 
in ignorance worship ghosts."
18,5,"अशािविहतं घोरं ते ये तपो जनाः । 
दाहारसंयाः कामरागबलािताः ॥५॥
कषयः शरीरं भूताममचेतसः । 
मां चैवाःशरीरं तािासरिनयान ्॥६॥
açåstra-vihitaµ ghoraµ tapyante ye tapo janå˙
dambhåha∫kåra-saµyuktå˙ kåma-råga-balånvitå˙
karßayanta˙ çarîra-sthaµ bhüta-gråmam acetasa˙
måµ caivånta˙ çarîra-sthaµ tån viddhy-åsura-niçcayån
Out of pride and egotism, those who are ignorant undergo 
severe austerities that have no basis in the Vedas . Driven by 
lust, ambition and the desire for power, they torture the 
body and thus they also torture Me who resides within the 
body – know that such persons are of the nature of asuras .
Chapter 17393
Anuv®tti
In this chapter Çrî K®ß√a answers the question of Arjuna 
regarding those who reject the Vedas , but perform worship 
with some faith. Arjuna wants to know to which mode of 
material nature they belong. The first lesson to learn here 
is that by not following the Vedic injunctions one auto -
matically acts as one likes, but is henceforth always under 
the modes of material nature – goodness, passion and 
ignorance. Thus, one is never situated in transcendence. 
Çrî K®ß√a then further describes food, sacrifice, austerity 
and charity as they are influenced by, or born of, the three 
modes of material nature.
First faith ( çraddhå ) is discussed. Çrî K®ß√a tells Arjuna 
that çraddhå  arises in this life due to one’s own nature and 
from impressions in the mind from previous lives. All 
activities in life depend on faith to one degree or another. 
It does not matter what one’s creed may be – theist or 
atheist, one must have faith. The theist has faith that there 
is a God, and the atheist has faith that there is no God. If 
one states a particular doctrine or philosophy, but says he 
has no ‘faith’ then that is pure hypocrisy.
K®ß√a says that when one’s faith is in the mode of 
goodness, one worships the demigods such as Ga√eça, 
Çiva, Sürya, Indra and Sarasvatî etc. When one’s faith is in 
the mode of passion, one worships the spirits in nature or 
the ancestors – this also includes humanists and atheists. 
When one’s faith is in the mode of ignorance, one is found 
to worship ghosts and spirits. All these types of worship 
are current in the world today. 
In India, many people worship the demigods by building 
big temples and offering fire sacrifices known as yajñas . In 
Bhagavad-gitathe Far East, ancestor worship is very popular amongst the 
Buddhists, Shintoists and Taoists. Similarly, in Europe and 
America, great monuments are erected to revere scientists, 
politicians, soldiers, movie stars, rock stars etc. In Africa, 
Tibet, Mexico and South America, the worship of ghosts 
and spirits is popular. All these forms of worship are con -
ducted in the three modes of material nature. Therefore, 
having rejected the Vedas , it is to be concluded that the 
worshippers of demigods, ancestors, famous personalities, 
ghosts and spirits are not transcendentally situated.
To be transcendental to material nature means to 
accept the Vedas  and thus be situated beyond the modes 
of nature in the realm of viçuddha-sattva , pure goodness. 
When one’s faith is situated in pure goodness, one wor -
ships the Supreme Person, K®ß√a. This is the highest stage 
of monotheism – the acceptance of one Supreme Being. 
Pure-goodness is described by Çiva as follows:
sattvaµ viçuddhaµ vasudeva-çabditaµ
yad îyate tatra pumån apåv®ta˙
sattve ca tasmin bhagavån våsudevo
hy adhokßajo me namaså vidhîyate
One should always worship K®ß√a in pure goodness. 
Pure goodness is always pure consciousness in which 
the Absolute Truth, known as Våsudeva, is revealed 
without any covering. ( Çrîmad Bhågavatam  4.3.23)
In the stage of pure consciousness, one is guided by 
the highest type of faith called nirgu√a-çraddhå , transcen -
dental faith that is uncontaminated by the modes of mate -
rial nature. After many lifetimes of following the Vedas  
Chapter 17395
and associating with the virtuous and pious, one develops 
suk®ti , accumulated merit. This suk®ti  then leads one to the 
association of sådhus  (self-realised yogîs) and under their 
guidance nirgu√a-çraddhå  develops and progresses through 
various stages – ultimately reaching the highest stage of 
self-realisation, prema-bhakti.
Nirgu√a-çraddhå  awakens in the heart of the bhakti-yogî 
and enables one to see, hear and feel the subjective world, 
the Absolute Truth. Nirgu√a-çraddhå  is that which reveals 
K®ß√a just as a flash of lightning reveals the shape of a 
monsoon rain cloud in the dead of night. In the darkness 
of night, the cloud cannot be seen, but when lightning 
appears, the form of the cloud becomes visible. Similarly, 
when nirgu√a-çraddhå  appears in the heart of the yogî, one 
can perceive the ultimate form of beauty that is Çrî K®ß√a.
Guided by nirgu√a-çraddhå , the student of bhakti-yoga 
will feel that one is meant for K®ß√a – that he is not an 
independent being. One must feel completely dependent on 
K®ß√a. Such is the process of understanding the Supreme 
Person, who is beyond the modes of material nature.
K®ß√a says that one who is driven by lust, ambition, 
power, pride and egotism often undergoes severe austerities 
that are not prescribed in the Vedas  or in the process of 
bhakti-yoga  – such austerities parch the senses of the body. 
These may include austerities such as prolonged periods 
of fasting, self-flagellation, self-crucifixion, wearing cilice 
chains, piercing the body, walking on hot coals and so on. 
Because these austerities are performed in the mode of 
ignorance they neglect the Paramåtmå within – thus lead -
ing to no good result. K®ß√a says the performers of such 
austerities are to be known as asuras.
Bhagavad-gita"
18,7,"आहारिप सव ििवधो भवित ियः । 
यपथा दानं तेषां भेदिममं ण ॥७॥
åhåras tv-api sarvasya tri-vidho bhavati priya˙
yajñas tapas tathå dånaµ teßåµ bhedam imaµ ç®√u
The food that people enjoy as well as the methods of sac -
rifice, austerity and charity are also of three types. Listen 
now about the distinctions between them."
18,8,"आयः सबलारोयसखीितिववधनाः । 
राः िधाः िरा ा आहाराः सािकियाः ॥८॥
åyu˙ sattva-balårogya-sukha-prîti-vivardhanå˙
rasyå˙ snigdhå˙ sthirå h®dyå åhårå˙ såttvika-priyå˙
Food that increase one’s life, energy, strength, health, hap -
piness and satisfaction, that is succulent, fatty, wholesome 
and appealing is dear to those in the mode of goodness."
18,9,"कलवणातीिवदािहनः । 
आहारा राजसेा ःखशोकामयदाः ॥९॥
ka†v-amla-lava√åty-uß√a-tîkß√a-rükßa-vidåhina˙
åhårå råjasasyeß†å du˙kha-çokåmaya-pradå˙
Food that is too bitter, too sour, too salty, too hot, too 
pungent, too dry and creates a burning sensation within, 
causes pain, sorrow and disease. Such food is dear to those 
in the mode of passion.
Chapter 17397"
18,10,"यातयामं गतरसं पूित पयिषतं च यत ्। 
उिमिप चामें भोजनं तामसियम ्॥१०॥
yåta-yåmaµ gata-rasaµ püti paryußitaµ ca yat
ucchiß†am api cåmedhyaµ bhojanaµ tåmasa-priyam
Food that is stale, tasteless, foul-smelling, rotten, left by 
others and unfit for sacrifice is dear to those in the mode 
of ignorance.
Anuv®tti
As Jean Anthelme Brillat-Savarin, the French politician, 
lawyer and connoisseur wrote in 1826, “ Dis-moi ce que 
tu manges, je te dirai ce que tu es  – Tell me what you eat 
and I will tell you what you are.” In other words, you are 
what you eat. But in ancient times this was better under -
stood than in today’s world. Çrî K®ß√a says that all food is 
divided into three groups and is dear to one according to 
the acquired mode of nature.
Food that increases life, gives energy, strength, health, 
happiness and satisfaction is in the mode of goodness. 
This includes fruits, vegetables, grains, sugar, salt, spices 
and milk products. These are basically known as vegetarian 
foods and are dear to those in the mode of goodness.
Food that is too bitter, too sour, too sweet, too salty, 
too spicy, too pungent and too dry, that creates excessive 
heat in the stomach, causes pain, creates gas and disease is 
to be known as food in the mode of passion. Such food 
may be vegetarian, but it is usually over-salted, and over-
spiced. Too much salt and spice creates mucus in the body 
and leads to such diseases as high blood pressure, heart 
failure, diabetes and cancer. Such food should be avoided.
Bhagavad-gitaK®ß√a says that food that is stale, tasteless, foul smell -
ing, rotten, left behind by others or unfit for sacrifice, is 
food in the mode of ignorance. Food left behind by others 
means the scraps left behind on someone’s plate, that in 
western countries, are usually fed to dogs and cats. Food 
not fit for sacrifice means that food contaminated by an 
animal, or that has come in contact with something filthy 
and impure.
Food in the mode of ignorance may include some veg -
etarian food that has become contaminated. Food in the 
mode of ignorance generally pertains to all varieties of 
non-vegetarian foodstuff such as meat, fish and eggs. These 
include beef, mutton, goat, pig, chicken, venison, turkey, 
duck, turtle, prawn, crab, frog, insect, snake, clam, oyster, 
shark, whale, caviar, horse and dog, just to name a few. 
Absurd as it may sound to the student of bhakti-yoga , all 
the food mentioned above is very popular in various parts 
of the world. Such food is to be avoided by all classes of 
yogîs, as well as by progressive human beings in general.
All types of yogîs prefer food in the mode of goodness, 
but the bhakti-yogîs  prefer to eat only the remnants of food 
in the mode of goodness that has first been offered to Çrî 
K®ß√a with love and devotion ( yo me bhaktyå prayacchati ). 
Such remnants are called prasådam  or mahå-prasådam.
Even eating food in the mode of goodness carries a 
karmic  reaction if it is not first offered to K®ß√a. This 
has also been mentioned in Bhagavad-gîtå , Chapter Three, 
verse 13 as follows:
yajña-çiß†åçina˙ santo mucyante sarva-kilbißai˙
bhuñjate te tvaghaµ påpå ye pacanty-åtma-kåra√åt
Chapter 17399
Saintly persons are liberated from all types of impi -
ety by accepting the remnants of foodstuffs offered 
in sacrifice (to K®ß√a). However, those who only 
cook for themselves perpetuate their own bondage. 
Food that is to be offered to K®ß√a must be prepared 
with love and devotion, and in a kitchen that is clean and 
where domestic pets such as cats and dogs do not enter. 
Everyone loves their pets – indeed, Çrî K®ß√a Himself 
loves His two pet dogs, Vyåghra and Bhramaraka, as well 
as other animals. However, pets should not be allowed in 
the kitchen where offerings are prepared.
The student of bhakti-yoga  should not be a fanatic, but 
should practice moderation in all things. However, the 
yogî should be diligent to avoid food in the modes of pas -
sion and ignorance."
18,11,"अफलाकाििभयो िविधो य इते । 
यमेवेित मनः समाधाय स सािकः ॥११॥
aphalåkå∫kßibhir yajño vidhid®ß†o ya ijyate
yaß†avyam eveti mana˙ samådhåya sa såttvika˙
Sacrifices that are resolutely performed according to Vedic 
injunctions, by those who have no desire for any personal 
gain are said to be in the mode of goodness."
18,12,"अिभसंधाय त फलं दाथमिप चैव यत ्। 
इते भरते तं यं िवि राजसम ्॥१२॥
abhisandhåya tu phalaµ dambhårtham api caiva yat
ijyate bharata-çreß†ha taµ yajñaµ viddhi råjasam
Bhagavad-gitaHowever, O best of the Bharata Dynasty, those sacrifices 
that are performed out of pride and with selfish intent 
should be considered to be in the mode of passion."
18,13,"िविधहीनमसृां महीनमदिणम ्। 
ािवरिहतं यं तामसं पिरचते ॥१३॥
vidhi-hînam as®ß†ånnaµ mantra-hînam adakßi√am
çraddhå-virahitaµ yajñaµ tåmasaµ paricakßate
That sacrifice which disregards Vedic rules, where no food 
is given in charity, which is without the chanting of proper 
mantras  and without charity to the bråhma√as  – such a 
sacrifice is faithless and in the mode of ignorance. 
Anuv®tti
For every age the Vedic literature recommends a par -
ticular sacrifice for those desiring self-realisation. It should 
be noted that those sacrifices are never in the category of 
blood sacrifice. In other words, those seeking self-realisa -
tion never perform animal or human sacrifice. Both animal 
and human sacrifice have been practiced in many parts of 
the world since ancient times, but at no time in history 
have there been animal or human sacrifices performed by 
those seeking self-realisation in bhakti-yoga.
In today’s world, some religious sects sacrifice animals 
before eating them. Similar rituals are performed in other 
sects wherein a symbolic representation of the blood and 
body of a saint are eaten. However, one should know that 
all such barbaric activities are completely absent in the 
practice of bhakti-yoga.
Chapter 17401
In the modern age, the Vedic literature gives recom -
mendation for only one sacrifice and that is k®ß√a-sa∫kîr -
tana in which one chants the mahå-mantra , preceded by 
the pañca-tattva mantra:
jaya çrî k®ß√a caitanya, prabhu nityånanda
jaya advaita gadådhara çrîvåsådi gaura-bhakta-v®nda
hare k®ß√a hare k®ß√a k®ß√a k®ß√a hare hare
hare råma hare råma råma råma hare hare
The chanting of the pañca-tattva mantra  is to precede 
the mahå-mantra  and frees the chanter from any previous 
offences that may have been committed knowingly or 
unknowingly. When the performance of k®ß√a-sa∫kîrtana  
is done alongside the distribution of K®ß√a mahå-prasådam  
it is considered perfect and complete. In the age of Kali-
yuga no other sacrifice is necessary."
18,14,"देविजग ापूजनं शौचमाजवम ्। 
चयमिहंसा च शारीरं तप उते ॥१४॥
deva-dvija-guru-pråjña-püjanaµ çaucam årjavam
brahmacaryam ahiµså ca çårîraµ tapa ucyate
Proper physical austerity consists of worshipping the 
Supreme, the bråhma√as , the spiritual master and the wise, 
as well as purity, sincerity, celibacy and non-violence."
18,15,"अनेगकरं वां सं ियिहतं च यत ्। 
ाायासनं चैव वायं तप उते ॥१५॥
Bhagavad-gitaanudvega-karaµ våkyaµ satyaµ priyahitaµ ca yat
svådhyåyåbhyasanaµ caiva vå∫mayaµ tapa ucyate
Truthful speech that does not disturb others, which is 
pleasing and beneficial as well as the recitation of the Vedas  
– this is known as verbal austerity."
18,16,"मनःसादः सौं मौनमािविनहः । 
भावसंशििरेतपो मानसमते ॥१६॥
mana˙ prasåda˙ saumyatvaµ maunam åtma-vinigraha˙
bhåva-saµçuddhir ity-etat tapo månasam ucyate
Mental austerity is said to be peace of mind, gentleness, 
silence, self-control and purity of heart."
18,17,"या परया तं तपििवधं नरैः । 
अफलाकाििभयैः सािकं पिरचते ॥१७॥
çraddhayå parayå taptaµ tapas tat tri-vidhaµ narai˙
aphalåkå∫kßibhir yuktai˙ såttvikaµ paricakßate
When these three types of austerity are taken up with 
strong faith by one who is strict and who is without selfish 
motivation, they are said to be in the mode of goodness."
18,18,"सारमानपूजाथ तपो देन चैव यत ्। 
ियते तिदह ों राजसं चलमवम ्॥१८॥
satkåra-måna-püjårthaµ tapo dambhena caiva yat
kriyate tadiha proktaµ råjasaµ calam adhruvam
Chapter 17403
Austerities that are performed with pride in order to 
achieve prestige, name and fame are said to be in the mode 
of passion. The results of such austerities are unstable 
and temporary."
